ID;USED_NOW;STATUS;PHASE;TEXT;PRIMARY_LOCATION;ALL_LOCATIONS
0128;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LATU ON AUTOILLE!;src/scenes/GameScene.ts:5914;src/scenes/GameScene.ts:5914
0129;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;PADEL ON PARAS URHEILU IKINÄ!;src/scenes/GameScene.ts:5931;src/scenes/GameScene.ts:5931
0130;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tennistä? LOL, se on NIIN vanhaa;src/scenes/GameScene.ts:5932;src/scenes/GameScene.ts:5932
0131;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meillä on privaattikenttä kotona;src/scenes/GameScene.ts:5933;src/scenes/GameScene.ts:5933
0132;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Padel on Espoon golf;src/scenes/GameScene.ts:5934;src/scenes/GameScene.ts:5934
0133;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Maksettiin vaan 1,2 miljoonaa!;src/scenes/GameScene.ts:5953;src/scenes/GameScene.ts:5953
0134;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Neliöhinta on aika edullinen, vain 8000€;src/scenes/GameScene.ts:5954;src/scenes/GameScene.ts:5954
0135;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Se on vähän niinku kesämökki, paitsi TALOSSA;src/scenes/GameScene.ts:5955;src/scenes/GameScene.ts:5955
0136;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Naapurimme maksoi 2 miljoonaa, HUHHUH!;src/scenes/GameScene.ts:5956;src/scenes/GameScene.ts:5956
0137;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meidän takapihalta näkee merelle... joskus;src/scenes/GameScene.ts:5957;src/scenes/GameScene.ts:5957
0138;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Anteeks en kuule, AirPods Max;src/scenes/GameScene.ts:5976;src/scenes/GameScene.ts:5976
0139;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;*ei reagoi mihinkään*;src/scenes/GameScene.ts:5977;src/scenes/GameScene.ts:5977
0140;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hmmm? Sanoitko jotain?;src/scenes/GameScene.ts:5978;src/scenes/GameScene.ts:5978
0141;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Podcasti on niin hyvä kohdassa...;src/scenes/GameScene.ts:5979;src/scenes/GameScene.ts:5979
0142;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Onks täällä gluteenitonta kahvia?!;src/scenes/GameScene.ts:6000;src/scenes/GameScene.ts:6000
0143;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mun nutritionisti kieltää hiilihydraatit;src/scenes/GameScene.ts:6001;src/scenes/GameScene.ts:6001
0144;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää on KETO-latu vai?;src/scenes/GameScene.ts:6002;src/scenes/GameScene.ts:6002
0145;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Missä on OATLY-kojut?!;src/scenes/GameScene.ts:6003;src/scenes/GameScene.ts:6003
0146;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;En voi hiihtää ilman proteiinismoothieta;src/scenes/GameScene.ts:6004;src/scenes/GameScene.ts:6004
0147;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meidän lapset on Ranskan kielikylvyssä;src/scenes/GameScene.ts:6020;src/scenes/GameScene.ts:6020
0148;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Aino-Sofia puhuu jo kolmea kieltä, HÄN ON 4!;src/scenes/GameScene.ts:6021;src/scenes/GameScene.ts:6021
0149;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Onni-Matias on ihan normaali nero;src/scenes/GameScene.ts:6022;src/scenes/GameScene.ts:6022
0150;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Bilingual daycare maksaa vaan 2000€/kk;src/scenes/GameScene.ts:6023;src/scenes/GameScene.ts:6023
0151;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;IB-koulu oli SELVÄ valinta;src/scenes/GameScene.ts:6024;src/scenes/GameScene.ts:6024
0152;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;AUTOPILOT CALCULATIONS... ERROR;src/scenes/GameScene.ts:6063;src/scenes/GameScene.ts:6063
0153;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Eikun tää toimii, mä vannoin!;src/scenes/GameScene.ts:6072;src/scenes/GameScene.ts:6072
0154;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Nää on Fischer Carbonlite, 1200€;src/scenes/GameScene.ts:6082;src/scenes/GameScene.ts:6082
0155;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mun sukset maksoi enemmän ku sun auto;src/scenes/GameScene.ts:6083;src/scenes/GameScene.ts:6083
0156;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää takki on Arc'teryx, ei mikään Halti;src/scenes/GameScene.ts:6084;src/scenes/GameScene.ts:6084
0157;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Nää on Swix-hanskat, KILPASARJA;src/scenes/GameScene.ts:6085;src/scenes/GameScene.ts:6085
0158;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää hiihtokellon maksoi 800€;src/scenes/GameScene.ts:6086;src/scenes/GameScene.ts:6086
0159;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mikset oo crossfitissä niinku normaalit?;src/scenes/GameScene.ts:6108;src/scenes/GameScene.ts:6108
0160;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hiihto EI kehitä corea tarpeeks!;src/scenes/GameScene.ts:6109;src/scenes/GameScene.ts:6109
0161;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mun trainer suosittelee bikramia;src/scenes/GameScene.ts:6110;src/scenes/GameScene.ts:6110
0162;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hiihto? Missä on PROGRESSIVE OVERLOAD?;src/scenes/GameScene.ts:6111;src/scenes/GameScene.ts:6111
0163;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Asutaanko Espoossa? No siis WESTENDISSÄ...;src/scenes/GameScene.ts:6130;src/scenes/GameScene.ts:6130
0164;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Se on eri asia asua Westensissä kuin muualla;src/scenes/GameScene.ts:6131;src/scenes/GameScene.ts:6131
0165;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Haukilahti on jo vähän... noh...;src/scenes/GameScene.ts:6132;src/scenes/GameScene.ts:6132
0166;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tapiola? Eli periaatteessa lähiö?;src/scenes/GameScene.ts:6133;src/scenes/GameScene.ts:6133
0167;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Sanokaa Espoo jos haluatte, me sanotaan RANTA;src/scenes/GameScene.ts:6134;src/scenes/GameScene.ts:6134
0168;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Ootkos miettiny cryptoo? Mä voin neuvoo;src/scenes/GameScene.ts:6156;src/scenes/GameScene.ts:6156
0169;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;BITCOIN ON TULEVAISUUS, sheeple!;src/scenes/GameScene.ts:6157;src/scenes/GameScene.ts:6157
0170;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mun portfolio on -80% mut se on STRATEGIA;src/scenes/GameScene.ts:6158;src/scenes/GameScene.ts:6158
0171;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;HODL! Tää on vaan market correction;src/scenes/GameScene.ts:6159;src/scenes/GameScene.ts:6159
0172;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;NFT-sukset tulee, mä tiedän sisäpiiriltä;src/scenes/GameScene.ts:6160;src/scenes/GameScene.ts:6160
0173;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Fiat on kuolemassa, lue whitepaper!;src/scenes/GameScene.ts:6161;src/scenes/GameScene.ts:6161
0174;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;AINOA syy käydä Sellon puolella on LIDL;src/scenes/GameScene.ts:6179;src/scenes/GameScene.ts:6179
0175;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tapiola keskus on niin autio, rakastan sitä;src/scenes/GameScene.ts:6180;src/scenes/GameScene.ts:6180
0176;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Stockalla oli ALE, ostin 400€ edestä;src/scenes/GameScene.ts:6181;src/scenes/GameScene.ts:6181
0177;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Verkkokauppa.com on meidän pyhättö;src/scenes/GameScene.ts:6182;src/scenes/GameScene.ts:6182
0178;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Emmäksen tunnen, käyn vaan Isossa Omenassa;src/scenes/GameScene.ts:6183;src/scenes/GameScene.ts:6183
0179;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mun startup sai just pre-seed fundingin;src/scenes/GameScene.ts:6199;src/scenes/GameScene.ts:6199
0180;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Oon perustaja, CTO ja hallituksen pj;src/scenes/GameScene.ts:6200;src/scenes/GameScene.ts:6200
0181;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Pivot-taanpa hiihdon AI-pohjaiseks!;src/scenes/GameScene.ts:6201;src/scenes/GameScene.ts:6201
0182;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Series A tulee kohta, ehkä, toivottavasti;src/scenes/GameScene.ts:6202;src/scenes/GameScene.ts:6202
0183;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mä disruptoin hiihtoalaa, stealth-modessa;src/scenes/GameScene.ts:6203;src/scenes/GameScene.ts:6203
0184;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meidän valuation on 10 miljoonaa... melkein;src/scenes/GameScene.ts:6204;src/scenes/GameScene.ts:6204
0185;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Parkkeeraan vaan 5 MINUUTTIA!;src/scenes/GameScene.ts:6220;src/scenes/GameScene.ts:6220
0186;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Ei oo tilaa parkkiksella, sori!;src/scenes/GameScene.ts:6221;src/scenes/GameScene.ts:6221
0187;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää X7 ei mahdu normaaleihin ruutuihin;src/scenes/GameScene.ts:6222;src/scenes/GameScene.ts:6222
0188;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mä oon vaan hakemassa lasta, RELAX!;src/scenes/GameScene.ts:6223;src/scenes/GameScene.ts:6223
0189;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hälytysvilkut = voin parkkeerata MIHIN VAAN;src/scenes/GameScene.ts:6224;src/scenes/GameScene.ts:6224
0190;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Koulun VANHEMPAINYHDISTYS on sota-alue!;src/scenes/GameScene.ts:6246;src/scenes/GameScene.ts:6246
0191;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kuka päättää pikkujoulujen teeman?!;src/scenes/GameScene.ts:6247;src/scenes/GameScene.ts:6247
0192;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Lapsemme sai B+, tää on KATASTROFI!;src/scenes/GameScene.ts:6248;src/scenes/GameScene.ts:6248
0193;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Opettaja EI YMMÄRRÄ Ollin lahjakkuutta;src/scenes/GameScene.ts:6249;src/scenes/GameScene.ts:6249
0194;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Rehtori kuulee tästä, LUOTA SIIHEN!;src/scenes/GameScene.ts:6250;src/scenes/GameScene.ts:6250
0195;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Steinerilläkin on omat haasteensa...;src/scenes/GameScene.ts:6251;src/scenes/GameScene.ts:6251
0196;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hugo-Maximus tarvitsee TILAA!;src/scenes/GameScene.ts:6269;src/scenes/GameScene.ts:6269
0197;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Labradoodle on hypoallergeeninen, KIITOS;src/scenes/GameScene.ts:6270;src/scenes/GameScene.ts:6270
0198;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Koira maksoi 3000€, kyllä se SAA olla ladulla;src/scenes/GameScene.ts:6271;src/scenes/GameScene.ts:6271
0199;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meidän Bichon on influensseri, 5k seuraajaa;src/scenes/GameScene.ts:6272;src/scenes/GameScene.ts:6272
0200;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;KAKKAPUSSI? Se on luonnonmukaista lannoitetta!;src/scenes/GameScene.ts:6273;src/scenes/GameScene.ts:6273
0201;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Koira ON perheenjäsen, entä suksesi?;src/scenes/GameScene.ts:6274;src/scenes/GameScene.ts:6274
0202;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Meidän mökillä on WIFI ja AC;src/scenes/GameScene.ts:6290;src/scenes/GameScene.ts:6290
0203;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mökki? Siis kesäasunto saaristossa;src/scenes/GameScene.ts:6291;src/scenes/GameScene.ts:6291
0204;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;60m rantaviivaa, oma laituri, NBD;src/scenes/GameScene.ts:6292;src/scenes/GameScene.ts:6292
0205;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Naapurimökki myytiin 800k, meidän on PAREMPI;src/scenes/GameScene.ts:6293;src/scenes/GameScene.ts:6293
0206;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Vuokraanko mökin? Ei kiitos, se on MEILLE;src/scenes/GameScene.ts:6294;src/scenes/GameScene.ts:6294
0207;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mökkitie on yksityinen, ei saa ajaa;src/scenes/GameScene.ts:6295;src/scenes/GameScene.ts:6295
0208;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;LAITTOIKO TUO MUOVIN BIOJÄTTEESEEN?!;src/scenes/GameScene.ts:6311;src/scenes/GameScene.ts:6311
0209;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kompostointi on elämäntapa, ei harrastus;src/scenes/GameScene.ts:6312;src/scenes/GameScene.ts:6312
0210;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kierrätyspiste on 50m, EI OO VAIKEETA!;src/scenes/GameScene.ts:6313;src/scenes/GameScene.ts:6313
0211;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mä tutkin sun roskat, oli siellä VIRHEITÄ;src/scenes/GameScene.ts:6314;src/scenes/GameScene.ts:6314
0212;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää suksenvoide EI OO biopohjaista!;src/scenes/GameScene.ts:6315;src/scenes/GameScene.ts:6315
0213;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Espoon kierrätysaste on HÄPEÄLLINEN!;src/scenes/GameScene.ts:6316;src/scenes/GameScene.ts:6316
0214;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;DOPINGTESTI ALKAA! JUOSKAA!;src/scenes/GameScene.ts:6337;src/scenes/GameScene.ts:6337
0215;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;WADA-valvojat tulee!;src/scenes/GameScene.ts:6338;src/scenes/GameScene.ts:6338
0216;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Piilottakaa neuloittat!;src/scenes/GameScene.ts:6339;src/scenes/GameScene.ts:6339
0217;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kuka tilasi EPO:n tänne?!;src/scenes/GameScene.ts:6340;src/scenes/GameScene.ts:6340
0218;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Hemofarm-kuorma saapuu!;src/scenes/GameScene.ts:6363;src/scenes/GameScene.ts:6363
0219;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Vitamiinitoimitus täällä!;src/scenes/GameScene.ts:6364;src/scenes/GameScene.ts:6364
0220;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää on vaan... rautalisää!;src/scenes/GameScene.ts:6366;src/scenes/GameScene.ts:6366
0221;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kuka maksaa kierroksen Torvissa?;src/scenes/GameScene.ts:6389;src/scenes/GameScene.ts:6389
0222;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Torvin terassilla näkee mäet!;src/scenes/GameScene.ts:6390;src/scenes/GameScene.ts:6390
0223;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Voittajajuhlat Torvissa!;src/scenes/GameScene.ts:6391;src/scenes/GameScene.ts:6391
0224;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Torvin oluet on parhaita!;src/scenes/GameScene.ts:6392;src/scenes/GameScene.ts:6392
0225;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Salpausselän tornit näkyy!;src/scenes/GameScene.ts:6412;src/scenes/GameScene.ts:6412
0226;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mäkihyppy on oikeaa urheilua!;src/scenes/GameScene.ts:6413;src/scenes/GameScene.ts:6413
0227;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kuka hyppää ensin?;src/scenes/GameScene.ts:6414;src/scenes/GameScene.ts:6414
0228;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tornit on Lahden symboli!;src/scenes/GameScene.ts:6415;src/scenes/GameScene.ts:6415
0229;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Janne Ahonen hyppäs tuolta!;src/scenes/GameScene.ts:6416;src/scenes/GameScene.ts:6416
0230;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Mikä tää neula on?!;src/scenes/GameScene.ts:6435;src/scenes/GameScene.ts:6435
0231;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Se on... vitamiinipiikki!;src/scenes/GameScene.ts:6436;src/scenes/GameScene.ts:6436
0232;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kenen EPO-ruisku tää on?!;src/scenes/GameScene.ts:6437;src/scenes/GameScene.ts:6437
0233;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää on B-vitamiinia, luota muhun!;src/scenes/GameScene.ts:6438;src/scenes/GameScene.ts:6438
0234;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Piilota se nopeesti!;src/scenes/GameScene.ts:6439;src/scenes/GameScene.ts:6439
0235;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Radiomasto näkyy! Ollaan lähellä!;src/scenes/GameScene.ts:6460;src/scenes/GameScene.ts:6460
0236;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Suurin radiomasto Suomessa!;src/scenes/GameScene.ts:6461;src/scenes/GameScene.ts:6461
0237;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Masto on 150m korkea!;src/scenes/GameScene.ts:6462;src/scenes/GameScene.ts:6462
0238;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Näkyy kauas Salpausselälle!;src/scenes/GameScene.ts:6463;src/scenes/GameScene.ts:6463
0239;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;SALPAUSSELÄN KISAT ALKAA!;src/scenes/GameScene.ts:6479;src/scenes/GameScene.ts:6479
0240;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Pujotellaan stadionille!;src/scenes/GameScene.ts:6480;src/scenes/GameScene.ts:6480
0241;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kaikki kilpailuun!;src/scenes/GameScene.ts:6481;src/scenes/GameScene.ts:6481
0242;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Salpausselkä 2001 vibes!;src/scenes/GameScene.ts:6482;src/scenes/GameScene.ts:6482
0243;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Maailmancup-tunnelmaa!;src/scenes/GameScene.ts:6483;src/scenes/GameScene.ts:6483
0244;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;BENSA-PÄÄT TULEE!;src/scenes/GameScene.ts:6508;src/scenes/GameScene.ts:6508
0245;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kuka viritti tän Corollan?!;src/scenes/GameScene.ts:6509;src/scenes/GameScene.ts:6509
0246;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Bassot soi, latu tärisee!;src/scenes/GameScene.ts:6510;src/scenes/GameScene.ts:6510
0247;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Lahden parkkipaikka-rallii!;src/scenes/GameScene.ts:6511;src/scenes/GameScene.ts:6511
0248;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Tää Bemari on tuunattu!;src/scenes/GameScene.ts:6512;src/scenes/GameScene.ts:6512
0249;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Se oli vaan proteiinijuoma!;src/scenes/GameScene.ts:6540;src/scenes/GameScene.ts:6540
0250;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Kaikki käyttää, mä jäin vaan kiinni!;src/scenes/GameScene.ts:6541;src/scenes/GameScene.ts:6541
0251;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Norjalaiset lavasti tän!;src/scenes/GameScene.ts:6563;src/scenes/GameScene.ts:6563
0252;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Ruotsalaiset haluu meidät ulos!;src/scenes/GameScene.ts:6564;src/scenes/GameScene.ts:6564
0253;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;WADA vihaa suomalaisia!;src/scenes/GameScene.ts:6565;src/scenes/GameScene.ts:6565
0254;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Media liioittelee!;src/scenes/GameScene.ts:6566;src/scenes/GameScene.ts:6566
0255;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Suomi-neito itkee!;src/scenes/GameScene.ts:6567;src/scenes/GameScene.ts:6567
0256;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;EI TOIMI BOSSILLA;src/scenes/GameScene.ts:6645;src/scenes/GameScene.ts:6645
0257;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;TAUKO;src/scenes/UIScene.ts:68;src/scenes/UIScene.ts:68
0258;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;Napauta jatkaaksesi;src/scenes/UIScene.ts:69;src/scenes/UIScene.ts:69
0259;YES_OR_CONTEXT;USED_NOW_OR_CONTEXTUAL;07_GAMEPLAY_CORE;🆕 🪓 X = Kirves AVATTU!;src/scenes/UIScene.ts:161;src/scenes/UIScene.ts:161
